Birim numarasý,Hanehalký tipi,Oturulan konutun tipi,Oturulan konutun mülkiyet durumu,Aylýk ödenen kira tutarý,Konutu kiralama þekli,Lojmandan faydalanan ferdin sýra numarasý,Aylýk izafi kira,Sahip olunan konutun borcu veya ipoteði olup olmadýðý,Oturulan konutun piyasa deðeri,Bu konutta ne kadar süredir oturulduðu (Yýl),Bu konutta ne kadar süredir oturulduðý (Ay),Oturulan binanýn yapýlýþ tarihi,Oturulan konutun oda sayýsý (salon dahil),Oturulan konutun faydalanýlan net alaný (metrekare),Salon zemin yapýsý,Oda zemin yapýsý,Mutfak zemin yapýsý,Banyo zemin yapýsý,Temel ýsýtma sistemi,Isýnma amacýyla kullanýlan yakýt türü 1,Isýnma amacýyla kullanýlan yakýt türü 2,Isýnma amacýyla kullanýlan yakýt türü 3,Yemek piþirmek amacýyla kullanýlan temel yakýt türü,Sýcak su elde etmek amacýyla kullanýlan temel yakýt türü,Günlük alýþveriþ hizmetlerine ulaþma zorluðu,Bankacýlýk hizmetlerine ulaþma zorluðu,Posta hizmetlerine ulaþma zorluðu,Toplu ulaþým hizmetlerine ulaþma zorluðu,Saðlýk merkezi hizmetlerine ulaþma zorluðu,Zorunlu eðitim okullarýna ulaþma zorluðu,Ýkinci konutun olup olmadýðý,Banyo sahipliði,Sauna sahipliði,Jakuzi sahipliði,Tuvalet (Ev içinde) sahipliði,Mutfak sahipliði,Çöp öðütücü sahipliði,Kalorifer sahipliði,Tabandan ýsýtma sistemi sahipliði,Borulu su sistemi (Þebeke suyu) sahipliði,Doðalgaz sahipliði,"Sýcak su (güneþ enerjisi, kombi, devamlý sýcak su, vb.) sahipliði",Kablolu yayýn sahipliði,Asansör sahipliði,Kapalý garaj sahipliði,Yüzme havuzu (Baðýmsýz veya müþterek) sahipliði,Jeneratör (Baðýmsýz veya müþterek) sahipliði,Güvenlik görevlisi/sistemi sahipliði,Balkon sahipliði,Bahçe sahipliði,Çocuk oyun alaný sahipliði,Telefon hattý sayýsý,Cep telefonu sayýsý,Bilgisayar sayýsý,Internet aboneliði  sayýsý,"Panel TV (Plazma, LCD, LED, 3D vb.) sayýsý",Video kamera  sayýsý,Uydu anteni  sayýsý,Buzdolabý  sayýsý,Derin dondurucu sayýsý,Bulaþýk makinesi sayýsý,Mikrodalga fýrýn sayýsý,Otomatik çamaþýr makinesi sayýsý,Çamaþýr kurutma makinesi sayýsý,Halý yýkama makinesi sayýsý,Klima  sayýsý,Oyun konsolu sayýsý,"Otomobil (binek, 4x4, van vb.) sayýsý","Ýþverence saðlanan araç (otomobil,minibüs,vb.) sayýsý",Motosiklet sayýsý,Motorlu-motorsuz deniz taþýtlarý sayýsý,Müstakil konut sahipliði,Müstakil konut miktarý,Müstakil konutun kiraya verilen miktarý,Müstakil konutun toplam aylýk kira degeri,Apartman dairesi sahipliði,Apartman dairesi miktarý,Apartman dairesi kiraya verilen miktarý,Apartman dairesi toplam aylýk kira degeri,Yazlýk sahipliði,Yazlýk miktarý,Yazlýk kiraya verilen miktarý,Yazlýk toplam aylýk kira degeri,Tarla sahipliði,Tarla miktarý,Tarla kiraya verilen miktarý,Tarla toplam aylýk kira degeri,Bað sahipliði,Bað miktarý,Bað kiraya verilen miktarý,Bað toplam aylýk kira degeri,Sera sahipliði,Sera miktarý,Sera kiraya verilen miktarý,Sera toplam aylýk kira degeri,Arsa sahipliði,Arsa miktarý,Arsa kiraya verilen miktarý,Arsa toplam aylýk kira degeri,"Dükkan, depo sahipliði","Dükkan, depo miktarý","Dükkan, depo kiraya verilen miktarý","Dükkan, depo toplam aylýk kira degeri","Otel, motel, pansiyon sahipliði","Otel, motel, pansiyon miktarý","Otel, motel, pansiyon kiraya verilen miktarý","Otel, motel, pansiyon toplam aylýk kira degeri",Elektrikli bisiklet sayýsý,Sigara içme alýþkanlýðý olan fert olup olmadýðý,Alkol içme alýþkanlýðý olan fert olup olmadýðý,Dýþarýda yemek yeme alýþkanlýðýnýn olup olmadýðý,Günlük gazete satýn alma alýþkanlýðý olup olmadýðý,Aylýk/haftalýk dergi veya mecmua satýn alma alýþkanlýðý olup olmadýðý,"Sinema, tiyatro, spor müsabakasý vb. yerlere gitme alýþkanlýðý olup olmadýðý",Ücretli TV yayýn aboneliði olup olmadýðý,"Ücret ödeyerek spor, eðlence, kültür vb. amaçlý faaliyette bulunup bulunmadýðý",Þans oyunlarý oynama alýþkanlýðý olup olmadýðý,"Kahvehane, kafe, lokal, internet kafe vb. yerlere gitme alýþkanlýðý olup olmadýðý","Hayat sigortasý, bireysel emeklilik primi veya isteðe baðlý sigorta primi ödenip ödenmediði",Kredi kartý kullanýlýp kullanýlmadýðý,Pazara gitme alýþkanlýðý olup olmadýðý,INTERNET_ALISVERIS_SIKLIK,Tasarrufu deðerlendirme þekli_1,Tasarrufu deðerlendirme þekli_2,Tasarrufu deðerlendirme þekli_3,Tasarrufu deðerlendirme þekli_4,Yýllýk kullanýlabilir hanehalký geliri (TL),OECD eþdeðer fert büyüklüðü,Hanehalký bazýnda harcama deðeri (TL),Hanehalký büyüklüðü,Faktor
1504848,3,1,4,,,,100,,,9,,6,5,80,6,6,6,6,5,13,12,,13,13,5,5,5,5,5,5,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,1,6,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,16118.1,3.7,1008.93,8,557.18188488
1504849,2,1,1,,,,200,2,35000,14,,7,4,160,6,6,6,3,5,12,13,,5,5,2,2,2,2,4,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,0,3,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,10,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,90,,,,21397.4,2,1728.94,3,694.56342917
1504850,5,1,1,,,,200,2,30000,2,,8,4,120,6,6,6,3,5,12,13,,13,5,2,2,2,2,4,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,30,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,22721.32,2.6,1741.39,5,843.42964441
1504851,5,1,1,,,,150,2,70000,2,,8,5,180,6,6,6,3,5,12,11,,4,5,5,5,4,4,4,4,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,0,6,1,0,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,40,40,500,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,2,2,2,2,2,1,2,2,90,,,,37101.02,5.6,3056.73,11,1635.2515503
1504852,3,1,1,,,,200,2,70000,7,,8,3,100,5,5,6,3,5,12,13,,4,6,3,4,3,3,3,3,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,90,,,,29170.72,2.9,2926.85,6,1382.9097699
1504854,5,1,1,,,,150,2,10000,15,,5,4,150,6,6,6,6,5,12,13,,13,5,4,4,4,4,4,4,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,90,,,,14120.38,5.7,2364,12,594.35363207
1504855,4,1,1,,,,200,2,20000,50,,3,3,100,6,6,6,3,5,12,13,,13,5,4,4,4,4,4,4,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,10,0,,1,2,0,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,6195.3,1.5,878.69,2,557.55389695
1504856,3,1,1,,,,200,2,20000,15,,6,3,90,6,6,6,6,5,11,12,13,13,6,4,4,4,4,4,4,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,3,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,10371.7,2.5,816.72,4,556.58158707
1504857,3,1,1,,,,100,2,50000,4,,8,3,90,6,6,6,6,5,12,13,,4,13,5,5,5,5,5,4,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,3,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,14251.25,3.5,891.75,8,702.07651993
1504858,5,1,1,,,,150,2,60000,30,,5,4,110,6,6,6,6,5,11,12,13,4,5,5,5,5,5,5,5,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,8,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,20,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,38943.86,5.7,1739.38,12,2155.7295997
1504859,3,1,1,,,,100,2,30000,30,,5,3,90,6,6,6,,5,12,13,,13,13,4,4,4,4,4,4,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,16485.62,3.9,1485.85,8,635.11373031
1504860,3,1,1,,,,200,2,40000,2,,8,4,120,6,6,6,6,5,13,12,,4,5,4,4,4,4,4,4,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,90,,,,17842.24,2.4,1434.5,5,708.48244951
1504864,4,4,1,,,,400,2,60000,19,,6,3,85,1,1,3,3,3,3,,,3,3,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,0,2,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,1,2,0,,2,,,,2,,,,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,90,,,,20474.97,1.5,2077.04,2,1880.8437398
1504865,2,4,1,,,,800,2,160000,10,,7,5,240,1,1,3,3,3,3,,,3,3,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,98,,,,59194.75,2.3,3569.49,4,1081.5994658
1504867,5,1,1,,,,300,2,100000,7,,8,4,145,1,1,3,3,5,12,11,,4,6,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,30,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,20858.97,2.9,1715.09,6,2158.9894511
1504869,4,1,2,300,2,,,,,0,6,8,3,130,6,6,6,6,5,11,,12,4,6,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,11589.51,1.5,2759.47,2,2217.7599629
1504870,3,1,1,,,,300,2,30000,12,,7,3,100,6,6,6,6,5,12,11,,4,12,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,9634.9,3.1,1172.66,6,1998.5824796
1504871,5,1,1,,,,300,2,50000,8,,8,4,200,1,1,3,3,5,11,12,,4,6,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,0,4,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,,2,,,,2,,,,1,27,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,34119.04,3.3,8033.99,6,3185.4881107
1504872,3,1,1,,,,300,2,150000,10,,7,6,190,1,1,3,3,5,11,12,,4,5,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,0,5,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,2,2,2,2,2,2,1,2,90,,,,45802.52,3.5,2602.75,6,2964.4418152
1504873,1,1,4,,,,200,,,21,,6,4,120,1,5,3,3,5,12,11,,4,6,3,4,3,5,3,3,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,3,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,1,15,0,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,2,2,2,2,2,1,1,2,90,,,,38500.31,2,3973.12,3,1098.9297062
1504874,4,1,1,,,,200,2,50000,30,,5,4,110,3,3,3,3,2,12,11,,4,6,3,4,3,5,3,3,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,,2,,,,2,,,,2,,,,1,5,0,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,1,1,2,1,2,5,,,,48257.55,1.5,2750.02,2,1064.2524615
1504876,2,1,4,,,,200,,,25,,5,5,150,1,1,1,3,5,12,11,,4,6,3,4,3,5,3,3,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,4,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,2,,,,2,,,,2,,,,2,,,,1,2,0,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,2,2,2,1,2,1,1,2,90,,,,39896.3,2.5,4248.8,4,1034.8471135
1504879,1,4,1,,,,650,2,160000,7,,8,4,140,1,1,3,3,3,3,,,3,3,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,2,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,1,2,2,2,1,1,1,1,6,,,,65498.27,1.8,14432.8,3,1676.7730529
1504880,4,3,1,,,,500,2,110000,22,,6,4,110,2,2,3,3,3,3,,,3,3,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,0,2,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,2,,,,1,2,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,98,,,66738.16,2,2593.56,3,1070.1167671
1504881,1,3,1,,,,1200,2,300000,13,,7,4,135,1,1,3,3,3,3,,,3,3,2,2,2,2,2,2,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,3,2,1,1,1,0,1,1,1,1,1,0,1,1,0,2,0,0,0,1,2,0,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,0,,2,,,,0,2,2,1,1,2,2,1,2,2,2,1,1,1,1,9,,,,162623.4,2,21670.87,3,1618.6925754
1504882,2,4,1,,,,600,1,150000,7,,8,4,135,1,1,3,3,3,3,,,3,3,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,1,1,1,2,5,,,,61351.52,2.1,7487.01,4,1566.6112549
1504883,4,3,4,,,,500,,,29,,4,4,120,4,1,3,3,3,3,,,3,3,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,1,2,2,2,2,2,2,1,1,1,1,1,2,7,,,,36523.69,1.5,4465.09,2,1497.4040664
1504884,2,3,2,250,2,,,,,19,,6,3,80,4,4,6,6,5,11,12,,4,4,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,7486.65,2.3,752.42,4,1328.183441
1504885,7,1,1,,,,200,2,100000,60,,2,4,100,2,2,2,6,5,12,11,,4,5,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,98,,,,24380.59,1.5,1256.47,2,1277.7559594
1504886,2,3,4,,,,200,,,12,,5,3,90,1,1,1,3,5,12,,,98,5,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,1,2,2,2,2,2,2,1,1,2,1,1,2,90,,,,33198.27,2.1,2687.75,4,1636.3174178
1504889,1,3,2,200,2,,,,,20,,5,4,120,1,1,3,3,5,12,11,,4,5,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,0,3,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,98,,,,28136.38,2,4722.81,3,1923.7597331
1504890,6,3,4,,,,200,,,45,,3,3,90,4,4,4,3,5,12,11,,4,5,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,2,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,1,2,2,1,2,90,,,,8118.53,1.5,1002.12,2,1961.1867609
1504891,1,1,1,,,,400,2,150000,41,,4,3,87,1,2,3,3,5,11,12,,4,5,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,1,1,2,1,3,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,2,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,1,2,2,1,2,1,1,2,98,,,,54946.44,2,3400.73,3,1594.3368784
1504893,1,1,2,350,2,,,,,3,,5,4,80,1,1,3,3,5,12,11,,4,6,2,3,2,2,2,3,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,2,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,1,2,2,2,2,2,2,2,2,1,2,2,90,,,,21518.06,1.8,4065.03,3,1615.5087783
1504897,5,1,1,,,,60,2,15000,50,,3,2,50,98,98,,,5,11,,,11,11,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,5,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,17365.26,3.6,1436,7,332.41029157
1504898,4,1,1,,,,100,2,25000,10,,7,3,70,6,6,6,,5,11,,,11,11,5,5,5,5,5,5,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,15598.72,1.5,872.81,2,331.90848204
1504899,5,1,1,,,,100,2,25000,28,,5,3,80,2,2,2,2,5,11,12,,11,11,5,5,5,5,5,5,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,5,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,,2,,,,2,,,,1,15,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,90,,,,46907.06,3.3,4670.37,6,333.0184783
1504900,4,1,1,,,,60,2,15000,30,,5,2,50,2,2,2,,5,11,,,11,11,5,5,5,5,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,7,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,,,,6352.01,1.5,429.42,2,331.90848204
1504901,4,1,1,,,,80,2,20000,40,,4,2,50,98,98,,,5,11,,,11,11,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,20,0,,2,,,,2,,,,1,1,0,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,9559.53,1.5,1021.66,2,331.77252136
1504903,4,4,1,,,,500,2,90000,17,,6,4,145,3,3,3,3,6,5,,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,23711.06,1.5,2016.58,2,1717.7456591
1504905,2,4,1,,,,500,1,80000,17,,5,4,130,3,3,3,3,5,12,11,,4,6,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,0,3,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,112561.51,2.1,2250.35,4,1529.5669631
1504906,1,4,1,,,,500,2,70000,22,,6,4,130,3,3,3,3,3,3,,,3,3,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,0,2,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,2,,,,1,2,1,550,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,68769.23,2,1176.61,3,1484.4668473
1504907,5,1,1,,,,750,2,90000,55,,2,4,98,3,3,3,3,5,12,,,4,6,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,1,2,2,2,2,2,2,2,2,2,1,2,90,,,,36518.49,1.5,1727.47,2,1820.5337784
1504909,1,1,1,,,,250,2,50000,28,,5,4,120,3,3,3,3,5,11,12,,4,6,3,4,4,3,3,3,2,1,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,0,3,1,1,2,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,,2,,,,2,,,,1,10,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,30830.91,2,4481.19,3,1521.918528
1504911,6,1,4,,,,100,,,10,,2,2,40,6,6,,6,5,11,,,11,11,4,4,4,4,4,4,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,8044.1,1.6,449.09,3,669.8736855
1504912,6,1,1,,,,300,2,25000,64,,2,3,100,6,6,6,3,5,11,,,4,11,3,3,3,3,3,3,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,2,,,,2,,,,1,20,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,,,,9127.52,1,761.9,1,2205.7856856
